2026-06-27 17:56:12,792 | INFO     | socverse.app | SOCVerse v0.1.0 started
2026-06-27 18:58:09,830 | INFO     | socverse.packet-engine | packet pkt-cf9be2 delivered via ['ATTACKER', 'INTERNET', 'ISP-EDGE', 'EDGE-RTR', 'PERIM-NGFW', 'DMZ-WAF', 'DMZ-SW', 'WEB-01']
2026-06-27 18:58:09,830 | INFO     | socverse.packet-engine | packet pkt-07d7d0 blocked via ['ATTACKER', 'INTERNET', 'ISP-EDGE', 'EDGE-RTR', 'PERIM-NGFW']
2026-06-27 18:58:09,830 | INFO     | socverse.packet-engine | packet pkt-76bc0c blocked via ['ATTACKER', 'INTERNET', 'ISP-EDGE', 'EDGE-RTR', 'PERIM-NGFW']
2026-06-27 18:58:09,831 | INFO     | socverse.packet-engine | packet pkt-2762f8 blocked via ['ATTACKER', 'INTERNET', 'ISP-EDGE', 'EDGE-RTR', 'PERIM-NGFW']
2026-06-27 18:58:09,831 | INFO     | socverse.packet-engine | packet pkt-ffa74f blocked via ['ATTACKER', 'INTERNET', 'ISP-EDGE', 'EDGE-RTR', 'PERIM-NGFW']
2026-06-27 18:58:09,831 | INFO     | socverse.packet-engine | packet pkt-dfadae delivered via ['ATTACKER', 'INTERNET', 'ISP-EDGE', 'EDGE-RTR', 'PERIM-NGFW', 'CORE-NGFW', 'ACCESS-SRV', 'APP-01']
2026-06-27 18:58:09,831 | INFO     | socverse.packet-engine | packet pkt-eecabc delivered via ['ATTACKER', 'INTERNET', 'ISP-EDGE', 'EDGE-RTR', 'PERIM-NGFW', 'CORE-NGFW', 'ACCESS-SRV', 'APP-01']
2026-06-27 18:58:09,832 | INFO     | socverse.packet-engine | packet pkt-b0dae3 delivered via ['ATTACKER', 'INTERNET', 'ISP-EDGE', 'EDGE-RTR', 'PERIM-NGFW', 'CORE-NGFW', 'ACCESS-SRV', 'APP-01']
2026-06-27 19:17:05,474 | INFO     | socverse.packet-engine | packet pkt-06136f dropped via ['ATTACKER', 'INTERNET', 'ISP-EDGE', 'EDGE-RTR', 'PERIM-NGFW', 'DMZ-WAF', 'DMZ-SW', 'WEB-01']
2026-06-27 19:17:05,474 | INFO     | socverse.packet-engine | packet pkt-d50dc0 dropped via ['ATTACKER', 'INTERNET', 'ISP-EDGE', 'EDGE-RTR', 'PERIM-NGFW', 'DMZ-WAF', 'DMZ-SW', 'WEB-01']
2026-06-27 19:17:05,474 | INFO     | socverse.packet-engine | packet pkt-fdcbb8 dropped via ['ATTACKER', 'INTERNET', 'ISP-EDGE', 'EDGE-RTR', 'PERIM-NGFW', 'DMZ-WAF', 'DMZ-SW', 'WEB-01']
2026-06-27 19:17:05,475 | INFO     | socverse.packet-engine | packet pkt-cbf06e dropped via ['ATTACKER', 'INTERNET', 'ISP-EDGE', 'EDGE-RTR', 'PERIM-NGFW', 'DMZ-WAF', 'DMZ-SW', 'WEB-01']
2026-06-27 19:17:05,475 | INFO     | socverse.packet-engine | packet pkt-042f8e dropped via ['ATTACKER', 'INTERNET', 'ISP-EDGE', 'EDGE-RTR', 'PERIM-NGFW', 'DMZ-WAF', 'DMZ-SW', 'WEB-01']
2026-06-27 19:17:05,475 | INFO     | socverse.packet-engine | packet pkt-b3614d delivered via ['ATTACKER', 'INTERNET', 'ISP-EDGE', 'EDGE-RTR', 'PERIM-NGFW', 'DMZ-WAF', 'DMZ-SW', 'WEB-01']
2026-06-27 19:17:05,475 | INFO     | socverse.packet-engine | packet pkt-c16f2c dropped via ['ATTACKER', 'INTERNET', 'ISP-EDGE', 'EDGE-RTR', 'PERIM-NGFW', 'DMZ-WAF', 'DMZ-SW', 'WEB-01']
2026-06-27 19:17:05,475 | INFO     | socverse.packet-engine | packet pkt-dcda64 dropped via ['ATTACKER', 'INTERNET', 'ISP-EDGE', 'EDGE-RTR', 'PERIM-NGFW', 'DMZ-WAF', 'DMZ-SW', 'WEB-01']
2026-06-27 19:17:05,476 | INFO     | socverse.packet-engine | packet pkt-5b847d dropped via ['ATTACKER', 'INTERNET', 'ISP-EDGE', 'EDGE-RTR', 'PERIM-NGFW', 'DMZ-WAF', 'DMZ-SW', 'WEB-01']
2026-06-27 19:17:05,476 | INFO     | socverse.packet-engine | packet pkt-5dd9cb dropped via ['ATTACKER', 'INTERNET', 'ISP-EDGE', 'EDGE-RTR', 'PERIM-NGFW', 'DMZ-WAF', 'DMZ-SW', 'WEB-01']
2026-06-27 19:17:05,476 | INFO     | socverse.packet-engine | packet pkt-609f84 dropped via ['ATTACKER', 'INTERNET', 'ISP-EDGE', 'EDGE-RTR', 'PERIM-NGFW', 'DMZ-WAF', 'DMZ-SW', 'WEB-01']
2026-06-27 19:17:05,476 | INFO     | socverse.packet-engine | packet pkt-4d0c85 delivered via ['ATTACKER', 'INTERNET', 'ISP-EDGE', 'EDGE-RTR', 'PERIM-NGFW', 'DMZ-WAF', 'DMZ-SW', 'WEB-01']
2026-06-27 19:17:05,476 | INFO     | socverse.packet-engine | packet pkt-980bab dropped via ['ATTACKER', 'INTERNET', 'ISP-EDGE', 'EDGE-RTR', 'PERIM-NGFW', 'DMZ-WAF', 'DMZ-SW', 'WEB-01']
2026-06-27 19:17:05,477 | INFO     | socverse.packet-engine | packet pkt-152870 dropped via ['ATTACKER', 'INTERNET', 'ISP-EDGE', 'EDGE-RTR', 'PERIM-NGFW', 'DMZ-WAF', 'DMZ-SW', 'WEB-01']
2026-06-27 19:17:05,477 | INFO     | socverse.soc.engine | Ingested attack 'Nmap Port Scan': 119 events, 1 alerts
2026-06-27 19:17:05,477 | INFO     | socverse.packet-engine | packet pkt-d58d6e blocked via ['ATTACKER', 'INTERNET', 'ISP-EDGE', 'EDGE-RTR', 'PERIM-NGFW']
2026-06-27 19:17:05,477 | INFO     | socverse.packet-engine | packet pkt-583401 blocked via ['ATTACKER', 'INTERNET', 'ISP-EDGE', 'EDGE-RTR', 'PERIM-NGFW']
2026-06-27 19:17:05,477 | INFO     | socverse.packet-engine | packet pkt-36514b delivered via ['ATTACKER', 'INTERNET', 'ISP-EDGE', 'EDGE-RTR', 'PERIM-NGFW', 'DMZ-WAF', 'DMZ-SW', 'WEB-01']
2026-06-27 19:17:05,477 | INFO     | socverse.packet-engine | packet pkt-0f95ac blocked via ['ATTACKER', 'INTERNET', 'ISP-EDGE', 'EDGE-RTR', 'PERIM-NGFW']
2026-06-27 19:17:05,478 | INFO     | socverse.soc.engine | Ingested attack 'SQL Injection': 34 events, 4 alerts
2026-06-27 19:17:05,478 | INFO     | socverse.packet-engine | packet pkt-fddb1b blocked via ['ATTACKER', 'INTERNET', 'ISP-EDGE', 'EDGE-RTR', 'PERIM-NGFW']
2026-06-27 19:17:05,478 | INFO     | socverse.packet-engine | packet pkt-af3bd1 blocked via ['ATTACKER', 'INTERNET', 'ISP-EDGE', 'EDGE-RTR', 'PERIM-NGFW']
2026-06-27 19:17:05,478 | INFO     | socverse.packet-engine | packet pkt-0e09ae blocked via ['ATTACKER', 'INTERNET', 'ISP-EDGE', 'EDGE-RTR', 'PERIM-NGFW']
2026-06-27 19:17:05,478 | INFO     | socverse.packet-engine | packet pkt-fc41c7 blocked via ['ATTACKER', 'INTERNET', 'ISP-EDGE', 'EDGE-RTR', 'PERIM-NGFW']
2026-06-27 19:17:05,478 | INFO     | socverse.packet-engine | packet pkt-decf20 blocked via ['ATTACKER', 'INTERNET', 'ISP-EDGE', 'EDGE-RTR', 'PERIM-NGFW']
2026-06-27 19:17:05,478 | INFO     | socverse.soc.engine | Ingested attack 'RDP Brute Force': 33 events, 1 alerts
2026-06-27 19:17:05,479 | INFO     | socverse.packet-engine | packet pkt-2ca82c delivered via ['REMOTE-USER', 'INTERNET', 'ISP-EDGE', 'EDGE-RTR', 'PERIM-NGFW', 'CORE-NGFW', 'ACCESS-SRV', 'APP-01']
2026-06-27 19:17:05,479 | INFO     | socverse.packet-engine | packet pkt-094c86 delivered via ['REMOTE-USER', 'INTERNET', 'ISP-EDGE', 'EDGE-RTR', 'PERIM-NGFW', 'CORE-NGFW', 'ACCESS-SRV', 'APP-01']
2026-06-27 19:17:05,479 | INFO     | socverse.packet-engine | packet pkt-de7c73 delivered via ['REMOTE-USER', 'INTERNET', 'ISP-EDGE', 'EDGE-RTR', 'PERIM-NGFW', 'CORE-NGFW', 'ACCESS-SRV', 'APP-01']
2026-06-27 19:17:05,479 | INFO     | socverse.packet-engine | packet pkt-aba580 delivered via ['REMOTE-USER', 'INTERNET', 'ISP-EDGE', 'EDGE-RTR', 'PERIM-NGFW', 'CORE-NGFW', 'ACCESS-SRV', 'APP-01']
2026-06-27 19:17:05,480 | INFO     | socverse.packet-engine | packet pkt-784dae delivered via ['REMOTE-USER', 'INTERNET', 'ISP-EDGE', 'EDGE-RTR', 'PERIM-NGFW', 'CORE-NGFW', 'ACCESS-SRV', 'APP-01']
2026-06-27 19:17:05,480 | INFO     | socverse.soc.engine | Ingested attack 'SSH Brute Force': 48 events, 1 alerts
2026-06-27 19:17:05,482 | INFO     | socverse.database.connection | SQLite database ready at :memory:
2026-06-27 19:17:05,482 | INFO     | socverse.packet-engine | packet pkt-ee5c95 dropped via ['ATTACKER', 'INTERNET', 'ISP-EDGE', 'EDGE-RTR', 'PERIM-NGFW', 'DMZ-WAF', 'DMZ-SW', 'WEB-01']
2026-06-27 19:17:05,482 | INFO     | socverse.packet-engine | packet pkt-4c4faf dropped via ['ATTACKER', 'INTERNET', 'ISP-EDGE', 'EDGE-RTR', 'PERIM-NGFW', 'DMZ-WAF', 'DMZ-SW', 'WEB-01']
2026-06-27 19:17:05,482 | INFO     | socverse.packet-engine | packet pkt-2ea17e dropped via ['ATTACKER', 'INTERNET', 'ISP-EDGE', 'EDGE-RTR', 'PERIM-NGFW', 'DMZ-WAF', 'DMZ-SW', 'WEB-01']
2026-06-27 19:17:05,483 | INFO     | socverse.packet-engine | packet pkt-9a6c07 dropped via ['ATTACKER', 'INTERNET', 'ISP-EDGE', 'EDGE-RTR', 'PERIM-NGFW', 'DMZ-WAF', 'DMZ-SW', 'WEB-01']
2026-06-27 19:17:05,483 | INFO     | socverse.packet-engine | packet pkt-805578 dropped via ['ATTACKER', 'INTERNET', 'ISP-EDGE', 'EDGE-RTR', 'PERIM-NGFW', 'DMZ-WAF', 'DMZ-SW', 'WEB-01']
2026-06-27 19:17:05,483 | INFO     | socverse.packet-engine | packet pkt-7bf5a4 delivered via ['ATTACKER', 'INTERNET', 'ISP-EDGE', 'EDGE-RTR', 'PERIM-NGFW', 'DMZ-WAF', 'DMZ-SW', 'WEB-01']
2026-06-27 19:17:05,483 | INFO     | socverse.packet-engine | packet pkt-cb474a dropped via ['ATTACKER', 'INTERNET', 'ISP-EDGE', 'EDGE-RTR', 'PERIM-NGFW', 'DMZ-WAF', 'DMZ-SW', 'WEB-01']
2026-06-27 19:17:05,483 | INFO     | socverse.packet-engine | packet pkt-8908f6 dropped via ['ATTACKER', 'INTERNET', 'ISP-EDGE', 'EDGE-RTR', 'PERIM-NGFW', 'DMZ-WAF', 'DMZ-SW', 'WEB-01']
2026-06-27 19:17:05,483 | INFO     | socverse.packet-engine | packet pkt-f76695 dropped via ['ATTACKER', 'INTERNET', 'ISP-EDGE', 'EDGE-RTR', 'PERIM-NGFW', 'DMZ-WAF', 'DMZ-SW', 'WEB-01']
2026-06-27 19:17:05,484 | INFO     | socverse.packet-engine | packet pkt-0653f4 dropped via ['ATTACKER', 'INTERNET', 'ISP-EDGE', 'EDGE-RTR', 'PERIM-NGFW', 'DMZ-WAF', 'DMZ-SW', 'WEB-01']
2026-06-27 19:17:05,484 | INFO     | socverse.packet-engine | packet pkt-fe0504 dropped via ['ATTACKER', 'INTERNET', 'ISP-EDGE', 'EDGE-RTR', 'PERIM-NGFW', 'DMZ-WAF', 'DMZ-SW', 'WEB-01']
2026-06-27 19:17:05,484 | INFO     | socverse.packet-engine | packet pkt-b37f34 delivered via ['ATTACKER', 'INTERNET', 'ISP-EDGE', 'EDGE-RTR', 'PERIM-NGFW', 'DMZ-WAF', 'DMZ-SW', 'WEB-01']
2026-06-27 19:17:05,485 | INFO     | socverse.packet-engine | packet pkt-238b04 dropped via ['ATTACKER', 'INTERNET', 'ISP-EDGE', 'EDGE-RTR', 'PERIM-NGFW', 'DMZ-WAF', 'DMZ-SW', 'WEB-01']
2026-06-27 19:17:05,485 | INFO     | socverse.packet-engine | packet pkt-1d449e dropped via ['ATTACKER', 'INTERNET', 'ISP-EDGE', 'EDGE-RTR', 'PERIM-NGFW', 'DMZ-WAF', 'DMZ-SW', 'WEB-01']
2026-06-27 19:17:05,486 | INFO     | socverse.soc.engine | Ingested attack 'Nmap Port Scan': 119 events, 1 alerts
2026-06-27 19:17:05,486 | INFO     | socverse.packet-engine | packet pkt-e63626 blocked via ['ATTACKER', 'INTERNET', 'ISP-EDGE', 'EDGE-RTR', 'PERIM-NGFW']
2026-06-27 19:17:05,486 | INFO     | socverse.packet-engine | packet pkt-c0845a blocked via ['ATTACKER', 'INTERNET', 'ISP-EDGE', 'EDGE-RTR', 'PERIM-NGFW']
2026-06-27 19:17:05,486 | INFO     | socverse.packet-engine | packet pkt-96640b delivered via ['ATTACKER', 'INTERNET', 'ISP-EDGE', 'EDGE-RTR', 'PERIM-NGFW', 'DMZ-WAF', 'DMZ-SW', 'WEB-01']
2026-06-27 19:17:05,487 | INFO     | socverse.packet-engine | packet pkt-80f4db blocked via ['ATTACKER', 'INTERNET', 'ISP-EDGE', 'EDGE-RTR', 'PERIM-NGFW']
2026-06-27 19:17:05,487 | INFO     | socverse.soc.engine | Ingested attack 'SQL Injection': 34 events, 4 alerts
2026-06-27 19:17:05,487 | INFO     | socverse.packet-engine | packet pkt-fbce56 blocked via ['ATTACKER', 'INTERNET', 'ISP-EDGE', 'EDGE-RTR', 'PERIM-NGFW']
2026-06-27 19:17:05,487 | INFO     | socverse.packet-engine | packet pkt-4c4436 blocked via ['ATTACKER', 'INTERNET', 'ISP-EDGE', 'EDGE-RTR', 'PERIM-NGFW']
2026-06-27 19:17:05,487 | INFO     | socverse.packet-engine | packet pkt-57ba80 blocked via ['ATTACKER', 'INTERNET', 'ISP-EDGE', 'EDGE-RTR', 'PERIM-NGFW']
2026-06-27 19:17:05,488 | INFO     | socverse.packet-engine | packet pkt-fb45b0 blocked via ['ATTACKER', 'INTERNET', 'ISP-EDGE', 'EDGE-RTR', 'PERIM-NGFW']
2026-06-27 19:17:05,488 | INFO     | socverse.packet-engine | packet pkt-ea88a1 blocked via ['ATTACKER', 'INTERNET', 'ISP-EDGE', 'EDGE-RTR', 'PERIM-NGFW']
2026-06-27 19:17:05,488 | INFO     | socverse.soc.engine | Ingested attack 'RDP Brute Force': 33 events, 1 alerts
2026-06-27 19:17:05,488 | INFO     | socverse.packet-engine | packet pkt-3e8a86 delivered via ['REMOTE-USER', 'INTERNET', 'ISP-EDGE', 'EDGE-RTR', 'PERIM-NGFW', 'CORE-NGFW', 'ACCESS-SRV', 'APP-01']
2026-06-27 19:17:05,489 | INFO     | socverse.packet-engine | packet pkt-2e3216 delivered via ['REMOTE-USER', 'INTERNET', 'ISP-EDGE', 'EDGE-RTR', 'PERIM-NGFW', 'CORE-NGFW', 'ACCESS-SRV', 'APP-01']
2026-06-27 19:17:05,489 | INFO     | socverse.packet-engine | packet pkt-a523c1 delivered via ['REMOTE-USER', 'INTERNET', 'ISP-EDGE', 'EDGE-RTR', 'PERIM-NGFW', 'CORE-NGFW', 'ACCESS-SRV', 'APP-01']
2026-06-27 19:17:05,489 | INFO     | socverse.packet-engine | packet pkt-6a94d7 delivered via ['REMOTE-USER', 'INTERNET', 'ISP-EDGE', 'EDGE-RTR', 'PERIM-NGFW', 'CORE-NGFW', 'ACCESS-SRV', 'APP-01']
2026-06-27 19:17:05,489 | INFO     | socverse.packet-engine | packet pkt-f797a1 delivered via ['REMOTE-USER', 'INTERNET', 'ISP-EDGE', 'EDGE-RTR', 'PERIM-NGFW', 'CORE-NGFW', 'ACCESS-SRV', 'APP-01']
2026-06-27 19:17:05,490 | INFO     | socverse.soc.engine | Ingested attack 'SSH Brute Force': 48 events, 1 alerts
2026-06-27 19:20:38,431 | INFO     | socverse.ui.state | Built enterprise topology with 33 devices
2026-06-27 19:20:38,431 | INFO     | socverse.packet-engine | packet pkt-e76736 dropped via ['ATTACKER', 'INTERNET', 'ISP-EDGE', 'EDGE-RTR', 'PERIM-NGFW', 'DMZ-WAF', 'DMZ-SW', 'WEB-01']
2026-06-27 19:20:38,432 | INFO     | socverse.packet-engine | packet pkt-42369e dropped via ['ATTACKER', 'INTERNET', 'ISP-EDGE', 'EDGE-RTR', 'PERIM-NGFW', 'DMZ-WAF', 'DMZ-SW', 'WEB-01']
2026-06-27 19:20:38,432 | INFO     | socverse.packet-engine | packet pkt-61ddd8 dropped via ['ATTACKER', 'INTERNET', 'ISP-EDGE', 'EDGE-RTR', 'PERIM-NGFW', 'DMZ-WAF', 'DMZ-SW', 'WEB-01']
2026-06-27 19:20:38,432 | INFO     | socverse.packet-engine | packet pkt-4eafb1 dropped via ['ATTACKER', 'INTERNET', 'ISP-EDGE', 'EDGE-RTR', 'PERIM-NGFW', 'DMZ-WAF', 'DMZ-SW', 'WEB-01']
2026-06-27 19:20:38,432 | INFO     | socverse.packet-engine | packet pkt-483ec6 dropped via ['ATTACKER', 'INTERNET', 'ISP-EDGE', 'EDGE-RTR', 'PERIM-NGFW', 'DMZ-WAF', 'DMZ-SW', 'WEB-01']
2026-06-27 19:20:38,433 | INFO     | socverse.packet-engine | packet pkt-22509e delivered via ['ATTACKER', 'INTERNET', 'ISP-EDGE', 'EDGE-RTR', 'PERIM-NGFW', 'DMZ-WAF', 'DMZ-SW', 'WEB-01']
2026-06-27 19:20:38,433 | INFO     | socverse.packet-engine | packet pkt-5288c6 dropped via ['ATTACKER', 'INTERNET', 'ISP-EDGE', 'EDGE-RTR', 'PERIM-NGFW', 'DMZ-WAF', 'DMZ-SW', 'WEB-01']
2026-06-27 19:20:38,433 | INFO     | socverse.packet-engine | packet pkt-6d6882 dropped via ['ATTACKER', 'INTERNET', 'ISP-EDGE', 'EDGE-RTR', 'PERIM-NGFW', 'DMZ-WAF', 'DMZ-SW', 'WEB-01']
2026-06-27 19:20:38,433 | INFO     | socverse.packet-engine | packet pkt-36ab6b dropped via ['ATTACKER', 'INTERNET', 'ISP-EDGE', 'EDGE-RTR', 'PERIM-NGFW', 'DMZ-WAF', 'DMZ-SW', 'WEB-01']
2026-06-27 19:20:38,433 | INFO     | socverse.packet-engine | packet pkt-1d9d45 dropped via ['ATTACKER', 'INTERNET', 'ISP-EDGE', 'EDGE-RTR', 'PERIM-NGFW', 'DMZ-WAF', 'DMZ-SW', 'WEB-01']
2026-06-27 19:20:38,433 | INFO     | socverse.packet-engine | packet pkt-75923a dropped via ['ATTACKER', 'INTERNET', 'ISP-EDGE', 'EDGE-RTR', 'PERIM-NGFW', 'DMZ-WAF', 'DMZ-SW', 'WEB-01']
